,Title,CDID
295,CPI MONTHLY RATE 01 : FOOD AND NON-ALCOHOLIC BEVERAGES - est. pre-97 2005=100,D7JH
296,CPI ANNUAL RATE 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT 2005=100    ,D7JF
297,CPI ANNUAL RATE 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING 2005=100 ,D7JE
298,"CPI ANNUAL RATE 12.1.2:APPLIANCES,ARTICLES & PRODUCTS FOR PERSONAL CARE 2005=100",D7JD
299,CPI ANNUAL RATE 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTABS 2005=100,D7JC
300,CPI ANNUAL RATE 11.1.2 : CANTEENS 2005=100                              ,D7JB
301,CPI ANNUAL RATE 11.1.1 : RESTAURANTS & CAFES 2005=100                   ,D7JA
302,CPI ANNUAL RATE 09.1.1 : EQUIPMENT FOR SOUND & PICTURES 2005=100        ,D7IZ
303,CPI ANNUAL RATE 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2005=100,D7IY
304,CPI ANNUAL RATE 09.3.4 : PETS AND RELATED PRODUCTS 2005=100             ,D7J8
305,CPI ANNUAL RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2005=100             ,D7J7
306,CPI MONTHLY RATE 01.1.6 : FRUIT 2005=100                                ,D7KW
307,CPI MONTHLY RATE 01.1.5 : OILS & FATS 2005=100                          ,D7KV
308,"CPI MONTHLY RATE 01.1.4 : MILK, CHEESE & EGGS 2005=100                  ",D7KU
309,CPI MONTHLY RATE 02.1.3 : BEER 2005=100                                 ,D7L6
310,CPI MONTHLY RATE 01.1.3 : FISH 2005=100                                 ,D7KT
311,CPI MONTHLY RATE 02.1.2 : WINE (INC PERRY) 2005=100                     ,D7L5
312,CPI MONTHLY RATE 01.1.2 : MEAT 2005=100                                 ,D7KS
313,CPI MONTHLY RATE 02.1.1 : SPIRITS 2005=100                              ,D7L4
314,CPI MONTHLY RATE 01.1.1 : BREAD & CEREALS 2005=100                      ,D7KR
315,"CPI MONTHLY RATE 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2005=100",D7L3
316,CPI MONTHLY RATE 12.6 : FINANCIAL SERVICES N.E.C. 2005=100              ,D7KQ
317,"CPI MONTHLY RATE 01.2.1 : COFFEE, TEA, COCOA 2005=100                   ",D7L2
318,CPI MONTHLY RATE 12.5 : INSURANCE 2005=100                              ,D7KP
319,CPI MONTHLY RATE 12.4 : SOCIAL PROTECTION 2005=100                      ,D7KO
320,CPI MONTHLY RATE 12.6.2 : FINANCIAL SERVICES N.E.C. 2005=100            ,D7KN
321,CPI MONTHLY RATE 12.1 : PERSONAL CARE 2005=100                          ,D7KM
322,CPI MONTHLY RATE 11.2 : ACCOMMODATION SERVICES 2005=100                 ,D7KL
323,CPI MONTHLY RATE 11.1 : CATERING 2005=100                               ,D7KK
324,CPI MONTHLY RATE 09.4 : RECREATIONAL AND CULTURAL SERVICES 2005=100     ,D7KJ
325,CPI MONTHLY RATE 09.3:OTHER RECREATIONAL ITEMS & EQUIP GARDENS & PETS 2005=100,D7KI
326,CPI MONTHLY RATE 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2005=100,D7KH
327,CPI MONTHLY RATE 09.1 : AUDIO-VISUAL PHOTO AND DATA PROCESSING EQUIP 2005=100,D7KG
328,CPI MONTHLY RATE 08.1 : POSTAL SERVICES 2005=100                        ,D7KF
329,CPI MONTHLY RATE 07.3 : TRANSPORT SERVICES 2005=100                     ,D7KE
330,CPI MONTHLY RATE 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2005=100,D7KD
331,CPI MONTHLY RATE 07.1 : PURCHASE OF VEHICLES 2005=100                   ,D7KC
332,CPI MONTHLY RATE 05.6:GOODS & SERVICES FOR ROUTINE HOUSEHLD MAINTENANCE 2005=100,D7KB
333,CPI MONTHLY RATE 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2005=100,D7KA
334,CPI MONTHLY RATE 03.2 : FOOTWEAR INCLUDING REPAIRS 2005=100             ,D7JZ
335,CPI MONTHLY RATE 03.1 : CLOTHING 2005=100                               ,D7JY
336,CPI MONTHLY RATE 02.2 : TOBACCO 2005=100                                ,D7JX
337,"CPI MONTHLY RATE 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2005=100",D7K9
338,CPI MONTHLY RATE 02.1 : ALCOHOLIC BEVERAGES 2005=100                    ,D7JW
339,CPI MONTHLY RATE 05.3 : MAJOR HH APPLIANCES INCLUDING FITTINGS & REPAIR 2005=100,D7K8
340,CPI MONTHLY RATE 07.1.1A : NEW CARS 2005=100                            ,D7LX
341,CPI MONTHLY RATE 07.3.2 : PASSENGER TRANSPORT BY ROAD 2005=100          ,D7M9
342,CPI MONTHLY RATE 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2005=100       ,D7M8
343,CPI MONTHLY RATE 05.6.2 : DOMESTIC SERVICES AND HOME CARE SERVICES 2005=100,D7LV
344,CPI MONTHLY RATE 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2005=100          ,D7LU
345,CPI MONTHLY RATE 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2005=100       ,D7LT
346,CPI MONTHLY RATE 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIP 2005=100,D7M5
347,CPI MONTHLY RATE 05.3.1 : MAJOR HOUSEHOLD & SMALL ELECTRICAL EQUIPMENT 2005=100,D7LS
348,CPI MONTHLY RATE 07.2.3 : MAINTENANCE & REPAIRS 2005=100                ,D7M4
349,CPI MONTHLY RATE 07.2.2 : FUELS & LUBRICANTS 2005=100                   ,D7M3
350,CPI MONTHLY RATE 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2005=100      ,D7LQ
351,CPI MONTHLY RATE 07.2.1 : SPARE PARTS & ACCESSORIES 2005=100            ,D7M2
352,"CPI MONTHLY RATE 05.1.1 : FURNITURE, FURNISHINGS 2005=100               ",D7LP
353,CPI MONTHLY RATE 04.5.4 : SOLID FUELS 2005=100                          ,D7LN
354,CPI MONTHLY RATE 04.5.3 : LIQUID FUELS 2005=100                         ,D7LM
355,CPI MONTHLY RATE 04.5.2 : GAS 2005=100                                  ,D7LK
356,CPI MONTHLY RATE 04.5.1 : ELECTRICITY 2005=100                          ,D7LJ
357,CPI MONTHLY RATE 04.4.1 : WATER SUPPLY 2005=100                         ,D7LH
358,CPI MONTHLY RATE 04.4.3 : SEWERAGE COLLECTION 2005=100                  ,D7LG
359,CPI MONTHLY RATE 04.3.2 : SERVICES FOR THE REGULAR REPAIR OF DWELLING 2005=100,D7LE
360,CPI MONTHLY RATE 04.3.1 : PRODUCTS FOR THE REGULAR REPAIR OF DWELLING 2005=100,D7LC
361,"CPI MONTHLY RATE 03.1.4 : DRY-CLEANING, REPAIR AND HIRE OF CLOTHING 2005=100",D7LB
362,CPI MONTHLY RATE 03.1.3:OTHER ARTICLES OF CLOTHING & ACCESSORIES 2005=100,D7LA
363,CPI MONTHLY RATE 01.1.9 : FOOD PRODUCTS 2005=100                        ,D7KZ
364,"CPI MTHLY RATE 01.1.8:SUGAR,JAM,HONEY,SYRUPS,CHOCOLATE & CONFECTIONERY 2005=100",D7KY
365,CPI MONTHLY RATE 01.1.7 : VEGETABLES INCLUDING POTATOES & OTHER TUBERS 2005=100,D7KX
366,CPI MONTHLY RATE 03.1.2 : GARMENTS 2005=100                             ,D7L9
367,CPI MONTHLY RATE 06.1.2 : OTHER MEDICAL & THERAPEUTIC APPLIANCES 2005=100,D7MY
368,CPI MONTHLY RATE 06.1.1 : PHARMACEUTICAL PRODUCTS 2005=100              ,D7MX
369,CPI MONTHLY RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2005=100   ,D7N9
370,CPI MONTHLY RATE 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2005=100,D7MW
371,CPI MONTHLY RATE 09.3.2 : EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2005=100,D7N8
372,CPI MONTHLY RATE: Services - estimated pre-97 2005=100                  ,D7MV
373,CPI MONTHLY RATE 09.3.1 : GAMES TOYS AND HOBBIES 2005=100               ,D7N7
374,CPI MONTHLY RATE: Goods - estimated pre-97 2005=100                     ,D7MU
375,CPI MONTHLY RATE 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT 2005=100   ,D7MT
376,CPI MONTHLY RATE 09.2.1 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION 2005=100,D7N5
377,CPI MONTHLY RATE 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING 2005=100,D7MS
378,CPI MONTHLY RATE 06.3 : HOSPITAL SERVICES 2005=100                      ,D7N4
379,"CPI MTHLY RATE 12.1.2:APPLIANCES,ARTICLES & PRODUCTS FOR PERSONAL CARE 2005=100",D7MR
380,CPI MONTHLY RATE 06.2.2 : DENTAL SERVICES 2005=100                      ,D7N3
381,CPI MONTHLY RATE 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTAB 2005=100,D7MQ
382,CPI MONTHLY RATE 06.2.1 : MEDICAL SERVICES AND PARAMEDICAL SERVICES 2005=100,D7N2
383,CPI MONTHLY RATE 11.1.2 : CANTEENS 2005=100                             ,D7MP
384,CPI MONTHLY RATE 11.1.1 : RESTAURANTS & CAFES 2005=100                  ,D7MO
385,CPI MONTHLY RATE 09.3.4 : PETS AND RELATED PRODUCTS 2005=100            ,D7MN
386,CPI MONTHLY RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2005=100            ,D7ML
387,CPI MONTHLY RATE 09.1.4 : RECORDING MEDIA 2005=100                      ,D7MK
388,Tax & prices index (TPI) (Jan 1987=100)                                 ,DQAB
389,CPI MONTHLY RATE 09.1.5 : REPAIR OF A-V PHOTO & DATA PROCESSING EQUIP 2005=100,D7MJ
390,CPI MONTHLY RATE 09.1.3 : INFORMATION PROCESSING EQUIPMENT 2005=100     ,D7MI
391,RPI:all items ex. mortgage interest payments & council tax (Jan 87=100) ,DQAD
392,CPI MONTHLY RATE 09.1.2:PHOTOGRAPHIC CINEMATOGRAPHIC & OPTICAL EQUIP 2005=100,D7MH
393,CPI MONTHLY RATE 09.1.1 : EQUIPMENT FOR SOUND & PICTURES 2005=100       ,D7MG
394,CPI MONTHLY RATE 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2005=100,D7MF
395,RPI: Processed fish (Jan 1987=100)                                      ,IBUR
396,RPI: Potato products (Jan 1987=100)                                     ,IBUS
397,CPI MONTHLY RATE 07.3.3 : PASSENGER TRANSPORT BY AIR 2005=100           ,D7MB
398,RPI: Imported lamb (Jan 1987=100)                                       ,IBUQ
399,CPI MONTHLY RATE 07.3.4 : PASSENGER TRANSPORT BY SEA & INLAND WATERWAY 2005=100,D7MA
400,RPI: Processed vegetables (Jan 1987=100)                                ,IBUT
401,RPI: Processed fruit (Jan 1987=100)                                     ,IBUU
402,CPI MONTHLY RATE 07.1.2 : MOTOR CYCLES AND BICYCLES 2005=100            ,D7LZ
403,CPI MONTHLY RATE 07.1.1B : SECOND-HAND CARS 2005=100                    ,D7LY
404,CPI ANNUAL RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2005=100    ,D7NZ
405,CPI ANNUAL RATE 09.3.2 : EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2005=100,D7NY
406,CPI ANNUAL RATE 09.3.1 : GAMES TOYS AND HOBBIES 2005=100                ,D7NX
407,CPI ANNUAL RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2005=100          ,D7O9
408,CPI ANNUAL RATE 12.3 : PERSONAL EFFECTS N.E.C. 2005=100                 ,D7O8
409,RPI:Weights (parts per 1000) - Processed fish                           ,CZVZ
410,CPI ANNUAL RATE 09.2.1 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION 2005=100,D7NV
411,CPI ANNUAL RATE 09.6 : PACKAGE HOLIDAY 2005=100                         ,D7O7
412,RPI:Weights (parts per 1000) - Fresh fish                               ,CZVY
413,CPI ANNUAL RATE 06.3 : HOSPITAL SERVICES 2005=100                       ,D7NU
414,CPI ANNUAL RATE 09.5.3:MISC PRINTED MATTER STATIONERY & DRAWING MTRLS 2005=100,D7O6
415,RPI:Weights (parts per 1000) - Other meat                               ,CZVX
416,CPI ANNUAL RATE 06.2.2 : DENTAL SERVICES 2005=100                       ,D7NT
417,CPI ANNUAL RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2005=100            ,D7O5
418,CPIY: Index level (2005=100)                                            ,EL2Q
419,RPI:Weights (parts per 1000) - Poultry                                  ,CZVW
420,CPI ANNUAL RATE 06.2.1 : MEDICAL SERVICES AND PARAMEDICAL SERVICES 2005=100,D7NS
421,CPI ANNUAL RATE 09.5.1 : BOOKS 2005=100                                 ,D7O4
422,CPIY: percentage change over 1 month                                    ,EL2R
423,RPI:Weights (parts per 1000) - Bacon                                    ,CZVV
424,CPI ANNUAL RATE 06.2 : OUT-PATIENT SERVICES 2005=100                    ,D7NR
425,CPI ANNUAL RATE 09.5 : NEWSPAPERS BOOKS AND STATIONERY 2005=100         ,D7O3
426,CPIY: percentage change over 12 months                                  ,EL2S
427,RPI:Weights (parts per 1000) - Pork                                     ,CZVU
428,CPI ANNUAL RATE 06.1.2 : OTHER MEDICAL & THERAPEUTIC APPLIANCES 2005=100,D7NQ
429,CPI ANNUAL RATE 09.4.2 : CULTURAL SERVICES 2005=100                     ,D7O2
430,RPI:Weights (parts per 1000) - Imported lamb                            ,CZVT
431,CPI ANNUAL RATE 06.1.1 : PHARMACEUTICAL PRODUCTS 2005=100               ,D7NP
432,RPI:Weights (parts per 1000) - Home-killed lamb                         ,CZVS
433,CPI ANNUAL RATE 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2005=100,D7NO
434,RPI:Weights (parts per 1000) - Beef                                     ,CZVR
435,CPI ANNUAL RATE: Services - estimated pre-97 2005=100                   ,D7NN
436,RPI:Weights (parts per 1000) - Biscuits and cakes                       ,CZVQ
437,CPI ANNUAL RATE: Goods - estimated pre-97 2005=100                      ,D7NM
438,RPI:Weights (parts per 1000) - Cereals                                  ,CZVP
439,CPI MONTHLY RATE 12.5.3 : INSURANCE CONNECTED WITH HEALTH 2005=100      ,D7NL
440,RPI:Weights (parts per 1000) - Bread                                    ,CZVO
441,CPI MONTHLY RATE 12.7 : OTHER SERVICES NEC 2005=100                     ,D7NJ
442,Internal purchasing power of the pound (based on RPI): 1992=100         ,CZVM
443,CPI MONTHLY RATE 12.3.2 : OTHER PERSONAL EFFECTS 2005=100               ,D7NI
444,Tax & Price index: Percentage change over 12 months                     ,CZVL
445,CPI MONTHLY RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2005=100         ,D7NH
446,Tax & Price index: Percentage change over 1 month                       ,CZVK
447,CPI MONTHLY RATE 12.3 : PERSONAL EFFECTS N.E.C. 2005=100                ,D7NG
448,CPI MONTHLY RATE 09.6 : PACKAGE HOLIDAY 2005=100                        ,D7NF
449,CPI MONTHLY RATE 09.5.3:MISC PRINTED MATTER STATIONERY & DRAWING MTRLS 2005=100,D7NE
450,CPI MONTHLY RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2005=100           ,D7ND
451,CPI MONTHLY RATE 09.5.1 : BOOKS 2005=100                                ,D7NC
452,CPI MONTHLY RATE 09.5 : NEWSPAPERS BOOKS AND STATIONERY 2005=100        ,D7NB
453,CPI MONTHLY RATE 09.4.2 : CULTURAL SERVICES 2005=100                    ,D7NA
454,CPI MONTHLY RATE 06.2 : OUT-PATIENT SERVICES 2005=100                   ,D7MZ
455,Internal purchasing power of the pound (based on RPI): 2001=100         ,IKHI
456,RPI:Weights (parts per 1000) - wines & spirits on sales                 ,CZWZ
457,Internal purchasing power of the pound (based on RPI): 2009=100         ,JRT3
458,RPI:Weights (parts per 1000) - Wines and spirits                        ,CZWY
459,RPI:Weights (parts per 1000) - beer off sales                           ,CZWX
460,RPI:Weights (parts per 1000) - beer on sales                            ,CZWW
461,RPI:Weights (parts per 1000) - Beer                                     ,CZWV
462,RPI:Weights (parts per 1000) - Take-aways and snacks                    ,CZWU
463,RPI:Weights (parts per 1000) - Canteen meals                            ,CZWT
464,RPI:Weights (parts per 1000) - Restaurant meals                         ,CZWS
465,RPI:Weights (parts per 1000) - Other foods                              ,CZWR
466,RPI:Weights (parts per 1000) - Processed fruit                          ,CZWQ
467,RPI:Weights (parts per 1000) - Fresh fruit                              ,CZWP
468,RPI:Weights (parts per 1000) - Processed vegetables                     ,CZWO
469,RPI:Weights (parts per 1000) - Fresh vegetables                         ,CZWN
470,RPI:Weights (parts per 1000) - Processed potatoes                       ,CZWM
471,RPI:Weights (parts per 1000) - Unprocessed potatoes                     ,CZWL
472,RPI:Weights (parts per 1000) - Sweets and chocolates                    ,CZWK
473,RPI:Weights (parts per 1000) - Sugar and preserves                      ,CZWJ
474,RPI:Weights (parts per 1000) - Soft drinks                              ,CZWI
475,CPI Index 00:ALL ITEMS monthly percentage change - estimated pre 97 2005=100,D7OE
476,RPI:Weights (parts per 1000) - Coffee and other hot drinks              ,CZWH
477,CPI ANNUAL RATE 12.5.3 : INSURANCE CONNECTED WITH HEALTH 2005=100       ,D7OD
478,RPI:Weights (parts per 1000) - Tea                                      ,CZWG
479,RPI:Weights (parts per 1000) - Milk products                            ,CZWF
480,CPI ANNUAL RATE 12.7 : OTHER SERVICES NEC 2005=100                      ,D7OB
481,"RPI:Weights (parts per 1000) - Milk, fresh                              ",CZWE
482,CPI ANNUAL RATE 12.3.2 : OTHER PERSONAL EFFECTS 2005=100                ,D7OA
483,RPI:Weights (parts per 1000) - Eggs                                     ,CZWD
484,RPI:Weights (parts per 1000) - Cheese                                   ,CZWC
485,RPI:Weights (parts per 1000) - Oils and fats                            ,CZWB
486,RPI:Weights (parts per 1000) - Butter                                   ,CZWA
487,RPI:Weights (parts per 1000) - Children's outerwear                     ,CZYA
488,RPI:Weights (parts per 1000) - Women's outerwear                        ,CZXZ
489,RPI:Weights (parts per 1000) - Men's outerwear                          ,CZXY
490,RPI:Weights (parts per 1000) - Fees and subscriptions                   ,CZXX
491,RPI:Weights (parts per 1000) - Domestic services                        ,CZXW
492,"RPI:Weights (parts per 1000) - Telephones, telemessages, etc            ",CZXV
493,RPI:Weights (parts per 1000) - Postage                                  ,CZXU
494,RPI:Weights (parts per 1000) - Pet care                                 ,CZXT
495,RPI:Weights (parts per 1000) - Household consumables                    ,CZXS
496,RPI:Weights (parts per 1000) - Other household equipment                ,CZXR
497,RPI:Weights (parts per 1000) - Electrical appliances                    ,CZXQ
498,RPI:Weights (parts per 1000) - Furnishings                              ,CZXP
499,RPI:Weights (parts per 1000) - Furniture                                ,CZXO
500,RPI:Weights (parts per 1000) - Oil and other fuels                      ,CZXN
501,RPI:Weights (parts per 1000) - Gas                                      ,CZXM
502,RPI:Weights (parts per 1000) - Electricity                              ,CZXL
503,RPI:Weights (parts per 1000) - Coal and solid fuels                     ,CZXK
504,RPI:Weights (parts per 1000) - Dwelling insurance & ground rent         ,CZXJ
505,RPI:Weights (parts per 1000) - Do-it yourself materials                 ,CZXI
506,RPI:Weights (parts per 1000) - Repairs and maintenance charge           ,CZXH
507,RPI:Weights (parts per 1000) - Water and other payments                 ,CZXG
508,RPI:Weights (parts per 1000) - Council tax & Rates                      ,CZXF
509,RPI:Weights (parts per 1000) - Mortgage interest payments               ,CZXE
510,RPI:Weights (parts per 1000) - Rent                                     ,CZXD
511,RPI:Weights (parts per 1000) - Other Tobacco                            ,CZXC
512,RPI:Weights (parts per 1000) - Cigarettes                               ,CZXB
513,RPI:Weights (parts per 1000) - wines & spirits off sales                ,CZXA
514,RPI:Weights (parts per 1000) One-person pensioner - Bacon               ,CZZB
515,RPI:Weights (parts per 1000) One-person pensioner - Pork                ,CZZA
516,RPI:Weights (parts per 1000) One-person pensioner - Imported lamb       ,CZYZ
517,RPI:Weights (parts per 1000) One-person pensioner - Home-killed lamb    ,CZYY
518,RPI:Weights (parts per 1000) One-person pensioner - Beef                ,CZYX
519,RPI:Weights (parts per 1000) One-person pensioner - Biscuits and cakes  ,CZYW
520,RPI:Weights (parts per 1000) One-person pensioner - Cereals             ,CZYV
521,RPI:Weights (parts per 1000) One-person pensioner - Bread               ,CZYU
522,RPI:Weights (parts per 1000) - Entertainment and other recreation       ,CZYT
523,RPI:Weights (parts per 1000) - Television licences and rentals          ,CZYS
524,RPI:Weights (parts per 1000) - Gardening products                       ,CZYR
525,RPI:Weights (parts per 1000) - Books and newspapers                     ,CZYQ
526,"RPI:Weights (parts per 1000) - Toys, photographic and sports goods      ",CZYP
527,RPI:Weights (parts per 1000) - CDs records and tapes                    ,CZYO
528,RPI:Weights (parts per 1000) - Audio-visual equipment                   ,CZYN
529,RPI:Weights (parts per 1000) - Other travel costs                       ,CZYM
530,RPI:Weights (parts per 1000) - Bus and coach fares                      ,CZYL
531,RPI:Weights (parts per 1000) - Rail fares                               ,CZYK
532,RPI:Weights (parts per 1000) - Vehicles tax and insurance               ,CZYJ
533,RPI:Weights (parts per 1000) - Petrol and oil                           ,CZYI
534,RPI:Weights (parts per 1000) - Maintenance of motor vehicles            ,CZYH
535,RPI:Weights (parts per 1000) - Purchase of motor vehicles               ,CZYG
536,"RPI: Ave price - Eggs: Large, free range, per dozen                     ",J9DM
537,RPI:Weights (parts per 1000) - Personal services                        ,CZYF
538,RPI:Weights (parts per 1000) - Chemists goods                           ,CZYE
539,RPI:Weights (parts per 1000) - Personal articles                        ,CZYD
540,RPI:Weights (parts per 1000) - Footwear                                 ,CZYC
541,RPI:Weights (parts per 1000) - Other clothing                           ,CZYB
542,HICP Annual Percentage Change - EU 25 2005=100                          ,D7RY
